StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q10,Q11_1,Q2,Q3,Q4,Q4_2_TEXT,Q1_2,Q1_3,Q1_4,Q1_7,Q9,Q9_7_TEXT,Q7
2023-04-18 16:59:15,2023-04-18 17:00:00,IP Address,172.58.206.243,56,44,False,2023-04-25 17:00:04,R_1k0oBPg9Rmlpnzb,,,,,,,qr,EN,Market North,No,5,Yes,,,,,,,,,,
2023-04-25 16:57:07,2023-04-25 17:00:07,IP Address,192.112.253.20,100,180,True,2023-04-25 17:00:08,R_3dGKIGYAfLNGXYI,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Not right now,,1,2,3,4,High Protein,,No
2023-04-25 17:02:40,2023-04-25 17:03:31,IP Address,174.228.227.134,100,51,True,2023-04-25 17:03:32,R_31BPzf9GW5XZp8i,,,,,39.745,-75.0924,qr,EN,Market West,Yes,5,Yes,,Yes,Fairlife Products,,,,,"High Protein,Low Sugar",,No
2023-04-18 17:03:46,2023-04-18 17:03:59,IP Address,104.38.52.80,56,13,False,2023-04-25 17:04:01,R_10OSAJ85rw8jZ4I,,,,,,,qr,EN,Market North,Yes,5,Yes,,,,,,,,,,
2023-04-25 17:02:50,2023-04-25 17:04:15,IP Address,91.196.69.229,100,85,True,2023-04-25 17:04:15,R_QcQA54EcE4NB4Jz,,,,,39.0469,-77.4903,qr,EN,Market West,Yes,5,No,'- Red Bull Dragonfruit,,,,,,,,,Yes
2023-04-25 17:03:25,2023-04-25 17:05:27,IP Address,192.112.253.12,100,122,True,2023-04-25 17:05:27,R_10Z1YciYkm5nNwl,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,4,Yes,,Yes,Toilet paper and fresh vegetables (like a whole lettuce),,,,,"High Protein,Other","No beef or seafood ",Yes
2023-04-25 17:05:10,2023-04-25 17:06:05,IP Address,130.203.68.219,100,54,True,2023-04-25 17:06:05,R_11YGk11qqW1sksi,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Not right now,,3,1,2,4,,,I didn't know you had sales
2023-04-25 17:05:08,2023-04-25 17:06:20,IP Address,107.77.203.22,100,71,True,2023-04-25 17:06:20,R_3D1njjEWn33zlza,,,,,38.894,-77.0365,qr,EN,Market North,Yes,5,Yes,,Yes,"More meals and filling foods ",,,,,"High Protein,Low Sugar",,Yes
2023-04-25 17:13:03,2023-04-25 17:13:50,IP Address,192.112.253.27,100,46,True,2023-04-25 17:13:50,R_123UwHz4dz1vJyC,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,Sparkling Water,4,1,3,2,,,No
2023-04-25 17:20:00,2023-04-25 17:20:59,IP Address,174.203.128.47,100,59,True,2023-04-25 17:21:00,R_30oUI9lLJ8JRCPI,,,,,40.3177,-79.7223,qr,EN,Market West,Yes,5,Yes,,Yes,Hot Cheetos lime,2,3,1,4,,,I didn't know you had sales
2023-04-25 17:25:03,2023-04-25 17:26:28,IP Address,104.38.19.124,100,85,True,2023-04-25 17:26:29,R_6VFb4TxJYcxzXUd,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,cheeto white cheddar puff,,,,,High Protein,,Yes
2023-04-25 17:26:40,2023-04-25 17:27:45,IP Address,104.28.76.142,100,64,True,2023-04-25 17:27:45,R_9FSn1ESIMyIDt7j,,,,,40.2693,-76.8957,qr,EN,Market North,Yes,5,Yes,,Yes,"Prime ",4,1,3,2,High Protein,,I didn't know you had sales
2023-04-25 17:31:30,2023-04-25 17:32:23,IP Address,104.38.83.193,100,52,True,2023-04-25 17:32:23,R_1FxFIhI6m76SEWq,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,Yes,,Not right now,,,,,,High Protein,,I didn't know you had sales
2023-04-25 17:32:31,2023-04-25 17:33:13,IP Address,104.38.47.11,100,41,True,2023-04-25 17:33:14,R_5BH2D23Go7EMsJb,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,Yes,,Not right now,,4,1,3,2,,,No
2023-04-25 17:31:32,2023-04-25 17:33:28,IP Address,104.38.21.245,100,115,True,2023-04-25 17:33:28,R_3JeI8pDbGsm3TRw,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Lactase supplements,,,,,"High Protein,Low Sugar",,Yes
2023-04-25 17:32:28,2023-04-25 17:33:29,IP Address,104.38.24.100,100,61,True,2023-04-25 17:33:30,R_1DRWPky8mEc4aSl,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,2,4,1,,,Yes
2023-04-25 17:33:04,2023-04-25 17:33:46,IP Address,174.203.137.218,100,42,True,2023-04-25 17:33:47,R_1MPNCvF6et9fhPK,,,,,40.3052,-79.5418,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,2,1,4,,,No
2023-04-25 17:32:58,2023-04-25 17:34:05,IP Address,104.38.63.35,100,66,True,2023-04-25 17:34:05,R_1mhhL3LKDgsMWPD,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,Yes,,Not right now,,4,1,3,2,,,I didn't know you had sales
2023-04-25 17:33:48,2023-04-25 17:34:39,IP Address,174.203.132.23,100,50,True,2023-04-25 17:34:39,R_ONcRXJrewyNqPvP,,,,,40.3053,-78.954,qr,EN,Market West,Yes,5,Yes,,Yes,Pirate Booty,4,3,2,1,,,Yes
2023-04-25 17:37:03,2023-04-25 17:38:05,IP Address,104.38.123.110,100,61,True,2023-04-25 17:38:05,R_vAJBhdwwtkQopZn,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,"lays french onion dip, sparkling ice drinks, lipton ice tea",1,3,2,4,Vegetarian,,Yes
2023-04-25 08:20:54,2023-04-25 17:38:13,IP Address,8.46.37.145,100,33438,True,2023-04-25 17:38:13,R_z6iIL27Y08K0VQB,,,,,40.8103,-77.888,qr,EN,Market West,Yes,5,No,A nutritious meal,,,4,2,3,1,"Vegetarian,Vegan,High Protein,Low Sugar",,No
2023-04-25 17:40:58,2023-04-25 17:41:52,IP Address,104.38.54.178,100,53,True,2023-04-25 17:41:52,R_SNcqJfmRksCC7xT,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,1,2,3,High Protein,,No
2023-04-25 17:37:57,2023-04-25 17:41:53,IP Address,104.38.19.217,100,235,True,2023-04-25 17:41:53,R_240n45cojiai81E,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,Frozen French toast sticks,,,,,,,I didn't know you had sales
2023-04-25 17:41:41,2023-04-25 17:42:16,IP Address,104.38.29.214,100,34,True,2023-04-25 17:42:16,R_uyRw2on0NleypUt,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,1,2,4,Vegetarian,,Yes
2023-04-25 17:42:12,2023-04-25 17:42:50,IP Address,104.38.116.68,100,37,True,2023-04-25 17:42:51,R_3lAMahmAHXFYWzo,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Redbull,1,2,3,4,Halal,,Yes
2023-04-25 17:41:45,2023-04-25 17:43:18,IP Address,104.38.116.129,100,92,True,2023-04-25 17:43:18,R_2TpgIfdFPEpmE7E,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,2,1,3,,,I didn't know you had sales
2023-04-25 17:43:24,2023-04-25 17:43:56,IP Address,104.38.56.166,100,31,True,2023-04-25 17:43:56,R_3nCTjdeIUL8ud0h,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,Yes,,Not right now,,2,1,3,4,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-25 17:43:19,2023-04-25 17:44:03,IP Address,172.58.225.203,100,43,True,2023-04-25 17:44:03,R_21n9aeiAPPnDGeE,,,,,40.9039,-73.837,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,Halal,,I didn't know you had sales
2023-04-25 17:44:37,2023-04-25 17:45:01,IP Address,104.38.57.133,100,24,True,2023-04-25 17:45:01,R_2qkiktZAK2CzKqe,,,,,41.1849,-75.386,qr,EN,The Mill Cafe,Yes,3,Yes,,Not right now,,,,,,Halal,,Yes
2023-04-25 17:43:11,2023-04-25 17:45:21,IP Address,104.39.140.51,100,130,True,2023-04-25 17:45:22,R_1N1XaAf5PD6Fza1,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,4,Yes,,Yes,Red bull,1,3,2,4,,,Yes
2023-04-25 17:45:01,2023-04-25 17:46:50,IP Address,104.38.26.56,100,108,True,2023-04-25 17:46:51,R_1poGMwYc09udaJb,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Red Bull,3,1,2,4,,,Yes
2023-04-25 17:47:14,2023-04-25 17:47:55,IP Address,104.38.105.246,100,41,True,2023-04-25 17:47:55,R_1HXpvQzpPO3c76x,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,"Vegetarian,Vegan",,No
2023-04-25 17:48:36,2023-04-25 17:49:52,IP Address,192.112.253.27,100,76,True,2023-04-25 17:49:53,R_OCoDcT8nqzsRVN7,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,No,Hot Cheetos,,,2,4,3,1,Low Sugar,,No
2023-04-25 17:50:18,2023-04-25 17:51:01,IP Address,130.203.65.176,100,42,True,2023-04-25 17:51:01,R_2rZrBy2ktbspfO7,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,3,No,Salty and hot snacks,,,,,,,"Halal,Kosher",,I didn't know you had sales
2023-04-18 17:56:14,2023-04-18 17:56:37,IP Address,66.71.88.155,56,22,False,2023-04-25 17:56:38,R_3qyEuWBHfGBTi78,,,,,,,qr,EN,Creekside Market,Yes,5,Yes,,,,,,,,,,
2023-04-25 18:00:47,2023-04-25 18:01:22,IP Address,104.38.127.19,100,34,True,2023-04-25 18:01:22,R_1rqPQ4nRZtRkmba,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,"High Protein,Low Sugar",,No
2023-04-25 18:00:51,2023-04-25 18:01:33,IP Address,104.38.120.151,100,42,True,2023-04-25 18:01:33,R_1Nymmw8CoWm5gif,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,Low Sugar,,I didn't know you had sales
2023-04-25 17:32:48,2023-04-25 18:02:49,IP Address,104.38.64.165,100,1801,True,2023-04-25 18:02:49,R_vqSMwLlGk2fngKB,,,,,40.7957,-77.8618,qr,EN,Market North,No,5,No,The bittersweet mint ice cream sandwich,,,2,3,1,4,,,I didn't know you had sales
2023-04-25 18:03:45,2023-04-25 18:04:23,IP Address,104.38.69.87,100,38,True,2023-04-25 18:04:24,R_2AQfydR3xdxRfnr,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,3,Yes,,Not right now,,,,,,,,Yes
2023-04-25 18:01:14,2023-04-25 18:04:47,IP Address,104.38.125.13,100,213,True,2023-04-25 18:04:48,R_1EfV4HXbGYxjc7r,,,,,39.9544,-75.1657,qr,EN,Market North,Yes,5,No,"More toppings in the salad bar, more options for lunch and dinner, more grab and go options",,,4,1,3,2,High Protein,,I didn't know you had sales
2023-04-25 18:04:37,2023-04-25 18:05:11,IP Address,130.203.78.236,100,33,True,2023-04-25 18:05:12,R_3qtIP2IXxVHEtsR,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,1,2,4,,,I didn't know you had sales
2023-04-25 18:07:03,2023-04-25 18:09:19,IP Address,174.203.140.0,100,136,True,2023-04-25 18:09:20,R_vdykHePrhrshkiZ,,,,,40.3052,-79.5418,qr,EN,Market North,Yes,4,Yes,,Yes,"Red Bull ",2,1,4,3,"High Protein,Low Sugar",,No
2023-04-25 18:19:28,2023-04-25 18:37:06,IP Address,104.38.26.184,100,1058,True,2023-04-25 18:37:06,R_1ILEsJwRrx6IOCI,,,,,40.7957,-77.8618,qr,EN,Market West,No,5,Yes,,Yes,"VITAMIN WATER, Gfeul ",3,2,1,4,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-25 18:38:34,2023-04-25 18:41:56,IP Address,104.38.31.94,100,202,True,2023-04-25 18:41:56,R_3qlkRLfpZ9SVOrW,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,5,Yes,,Yes,"Cheez-its ",4,1,2,3,Low Sugar,,Yes
2023-04-25 18:39:23,2023-04-25 18:41:57,IP Address,172.56.28.6,100,154,True,2023-04-25 18:41:58,R_2ZOBoL603Bb9FEG,,,,,39.9597,-75.1995,qr,EN,Market North,Yes,5,No,mango chunks,,,,,,,Low Sugar,,Yes
2023-04-25 20:16:03,2023-04-25 20:17:53,IP Address,104.38.71.206,100,110,True,2023-04-25 20:17:54,R_2BsujbL2YxCYxPX,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"More vegetarian frozen foods ",2,1,3,4,"Vegetarian,Vegan",,Yes
2023-04-25 21:14:17,2023-04-25 21:15:15,IP Address,104.38.40.217,100,57,True,2023-04-25 21:15:16,R_25RqUJpa4QIUmJT,,,,,40.1922,-75.4339,qr,EN,Market West,Yes,5,Yes,,Yes,Bread,,,,,Low Sugar,,I didn't know you had sales
2023-04-25 21:25:23,2023-04-25 21:27:27,IP Address,104.38.88.174,100,124,True,2023-04-25 21:27:27,R_3KV2sEDy9IMNqWf,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Lays Limón ",,,,,,,I didn't know you had sales
2023-04-25 21:44:22,2023-04-25 21:44:56,IP Address,104.38.76.70,100,34,True,2023-04-25 21:44:56,R_3sj48kiysyLQIf7,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,2,1,4,High Protein,,No
2023-04-25 21:45:13,2023-04-25 21:45:54,IP Address,104.38.92.242,100,40,True,2023-04-25 21:45:54,R_22YsW8A21Mm75lF,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,1,2,4,,,I didn't know you had sales
2023-04-25 21:45:27,2023-04-25 21:46:30,IP Address,104.38.106.141,100,62,True,2023-04-25 21:46:30,R_3Rz47KN06kZdUnb,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,3,1,2,,,Yes
2023-04-25 21:45:51,2023-04-25 21:46:37,IP Address,104.38.78.205,100,45,True,2023-04-25 21:46:37,R_3n0jekAQOXwVkcY,,,,,40.7957,-77.8618,qr,EN,Market West,No,4,Yes,,Yes,"More fruits and veggies ",4,1,3,2,Low Sugar,,Yes
2023-04-25 21:46:08,2023-04-25 21:46:58,IP Address,192.112.253.19,100,49,True,2023-04-25 21:46:58,R_279eKH9LJrV8KZi,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,1,2,4,Vegetarian,,I didn't know you had sales
2023-04-25 21:48:16,2023-04-25 21:49:32,IP Address,104.38.10.8,100,76,True,2023-04-25 21:49:33,R_1PT8AllmQMKO9hp,,,,,40.7957,-77.8618,qr,EN,Market West,No,5,Yes,,Not right now,,4,1,3,2,,,No
2023-04-25 21:49:03,2023-04-25 21:49:56,IP Address,130.203.70.37,100,52,True,2023-04-25 21:49:56,R_3k7DE5Okrqzb60y,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Nesquik and Fairlife ",,,,,High Protein,,No
2023-04-25 21:48:53,2023-04-25 21:50:02,IP Address,75.102.79.167,100,68,True,2023-04-25 21:50:02,R_RfsviTHuW3kUlPP,,,,,42.1225,-79.9881,qr,EN,The Galley,No,5,Yes,,Yes,"Water flavor packets ",4,2,1,3,High Protein,,Yes
2023-04-25 21:49:00,2023-04-25 21:50:12,IP Address,104.38.98.224,100,72,True,2023-04-25 21:50:13,R_DvqBf2eIa8rskk9,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,1,2,4,,,No
2023-04-25 21:48:49,2023-04-25 21:51:35,IP Address,104.28.78.139,100,166,True,2023-04-25 21:51:36,R_1Oxxt8lXO8hVmNs,,,,,40.4339,-79.9996,qr,EN,Market West,Yes,5,Yes,,Yes,Tofu,,,,,"Vegetarian,High Protein",,Yes
2023-04-25 21:52:14,2023-04-25 21:53:50,IP Address,104.38.11.151,100,95,True,2023-04-25 21:53:50,R_3IczbQYyK4v4HFM,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Indian frozen food,4,1,2,3,"Vegetarian,High Protein",,Yes
2023-04-25 21:54:30,2023-04-25 21:55:04,IP Address,130.203.68.133,100,33,True,2023-04-25 21:55:04,R_2qt6vC5ggliGQUz,,,,,40.7957,-77.8618,qr,EN,Market West,No,5,Yes,,Not right now,,1,3,4,2,High Protein,,Yes
2023-04-25 21:54:22,2023-04-25 21:55:15,IP Address,174.203.136.43,100,52,True,2023-04-25 21:55:15,R_7NFOZBo0ZOmdgOJ,,,,,40.3177,-79.7223,qr,EN,Market West,Yes,5,Yes,,Not right now,,,,,,,,No
2023-04-25 21:54:59,2023-04-25 21:55:32,IP Address,192.112.253.10,100,33,True,2023-04-25 21:55:33,R_2WSZ2CifXB1W8yJ,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,1,3,2,,,I didn't know you had sales
2023-04-25 21:56:43,2023-04-25 21:57:21,IP Address,104.38.20.140,100,38,True,2023-04-25 21:57:22,R_3kFfmOBEshcN4t9,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Fruits ",,,,,Vegetarian,,Yes
2023-04-25 21:56:48,2023-04-25 21:57:23,IP Address,104.38.44.57,100,35,True,2023-04-25 21:57:24,R_qDdWzkZLjYo9NjH,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,4,Yes,,Not right now,,2,3,1,4,,,No
2023-04-25 21:58:08,2023-04-25 21:59:03,IP Address,104.38.111.102,100,55,True,2023-04-25 21:59:04,R_ZmiFtVwt23cxvMd,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,1,2,3,Low Sugar,,I didn't know you had sales
2023-04-25 21:58:21,2023-04-25 21:59:45,IP Address,166.196.103.99,100,83,True,2023-04-25 21:59:45,R_bOxbvMXvz74H6FP,,,,,39.952,-75.1814,qr,EN,Market West,Yes,5,Yes,,Yes,Hot cheetos,1,2,3,4,,,Yes
2023-04-25 21:59:49,2023-04-25 22:00:28,IP Address,174.203.133.20,100,39,True,2023-04-25 22:00:28,R_3ni05Mh6c29cbuG,,,,,40.3052,-79.5418,qr,EN,Market West,Yes,5,Yes,,Not right now,,1,2,3,4,"High Protein,Low Sugar",,Yes
2023-04-25 22:06:13,2023-04-25 22:08:17,IP Address,104.38.67.155,100,124,True,2023-04-25 22:08:18,R_9RngBziweeN8qiJ,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,"Tru fru frozen berries ",2,1,3,4,,,I didn't know you had sales
2023-04-26 07:46:04,2023-04-26 07:47:32,IP Address,107.123.17.47,100,88,True,2023-04-26 07:47:33,R_27J5vZl06CTBMXK,,,,,39.9195,-75.1565,qr,EN,High Acres Cafe,Yes,4,Yes,,Not right now,,,,,,,,Yes
2023-04-26 08:21:34,2023-04-26 08:22:52,IP Address,172.58.203.38,100,77,True,2023-04-26 08:22:52,R_3LbuKJyhCbiYUcb,,,,,39.9945,-75.1648,qr,EN,High Acres Cafe,Yes,5,Yes,,Not right now,,4,2,1,3,,,I didn't know you had sales
2023-04-26 08:33:55,2023-04-26 08:35:56,IP Address,66.71.84.192,100,120,True,2023-04-26 08:35:56,R_2YEcjj6HmG30zVD,,,,,39.9198,-75.399,qr,EN,High Acres Cafe,Yes,5,Yes,,Not right now,,4,3,1,2,,,No
2023-04-26 08:36:02,2023-04-26 08:37:35,IP Address,174.247.81.219,100,93,True,2023-04-26 08:37:35,R_9KLkFrEvqhlB3ih,,,,,40.35,-75.9112,qr,EN,High Acres Cafe,Yes,5,Yes,,Not right now,,4,1,2,3,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-26 08:50:43,2023-04-26 09:00:36,IP Address,104.39.17.207,100,593,True,2023-04-26 09:00:41,R_1pmTzBQjdZr7cv6,,,,,40.8103,-77.888,qr,EN,Market West,Yes,5,Yes,,Yes,Healthy snacks,3,1,4,2,,,No
2023-04-26 09:18:13,2023-04-26 09:19:12,IP Address,192.112.253.10,100,59,True,2023-04-26 09:19:13,R_vxG7DBEjxVbEuwV,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,4,No,Campbells tomato soup,,,2,1,3,4,,,No
2023-04-26 09:42:29,2023-04-26 09:43:30,IP Address,66.71.23.28,100,60,True,2023-04-26 09:43:30,R_1EYh2IcAp23dQhC,,,,,40.1578,-75.1236,qr,EN,Provisions,Yes,4,No,ice cream,,,2,3,1,4,,,No
2023-04-26 09:45:18,2023-04-26 09:46:04,IP Address,66.71.80.189,100,46,True,2023-04-26 09:46:04,R_2Bn9qyHrEAgBYyP,,,,,40.2363,-75.296,qr,EN,Provisions,Yes,4,Yes,,Not right now,,4,3,2,1,,,Yes
2023-04-26 09:44:02,2023-04-26 09:47:48,IP Address,104.28.78.142,100,226,True,2023-04-26 09:47:49,R_ApKpcKW7kMKqyuB,,,,,40.2693,-76.8957,qr,EN,Provisions,Yes,5,Yes,,Not right now,,3,4,2,1,Vegetarian,,No
2023-04-26 09:58:06,2023-04-26 09:59:27,IP Address,66.71.37.44,100,80,True,2023-04-26 09:59:27,R_2SwCKUN3rMgFvXT,,,,,40.275,-76.8039,qr,EN,Provisions,Yes,5,Yes,,Not right now,,4,1,2,3,"High Protein,Low Sugar",,I didn't know you had sales
2023-04-26 10:14:32,2023-04-26 10:18:26,IP Address,172.56.216.157,100,233,True,2023-04-26 10:18:33,R_2pJExczpqoz3hQi,,,,,39.9206,-75.1826,qr,EN,Provisions,Yes,5,Yes,,Yes,Shampoo head and shoulder.,2,4,3,1,"Vegetarian,Vegan,High Protein,Low Sugar,Other",Non gmo,Yes
2023-04-26 10:21:05,2023-04-26 10:22:13,IP Address,66.71.82.214,100,67,True,2023-04-26 10:22:13,R_1M3yvsUgU8KC2LS,,,,,40.2389,-77.1935,qr,EN,Provisions,No,5,Yes,,Yes,Flushable wipes,3,1,2,4,"Halal,High Protein",,No
2023-04-26 10:25:51,2023-04-26 10:26:28,IP Address,174.216.51.112,100,36,True,2023-04-26 10:26:28,R_25NQjSak5mfcXAV,,,,,39.9242,-75.0193,qr,EN,Provisions,Yes,5,Yes,,Yes,Fairlife protein shake,4,2,3,1,"Halal,High Protein,Low Sugar",,Yes
2023-04-26 10:30:45,2023-04-26 10:32:30,IP Address,71.173.139.196,100,104,True,2023-04-26 10:32:30,R_2Vr7Rb9iS3L1CEp,,,,,40.5248,-80.1643,qr,EN,Provisions,Yes,5,Yes,,Not right now,,3,2,1,4,Vegetarian,,Yes
2023-04-26 10:33:54,2023-04-26 10:34:38,IP Address,172.56.216.157,100,43,True,2023-04-26 10:34:38,R_25ZArwLGuoeJAx4,,,,,39.9206,-75.1826,qr,EN,Provisions,Yes,5,Yes,,Not right now,,3,1,4,2,Low Sugar,,Yes
2023-04-26 10:35:02,2023-04-26 10:35:46,IP Address,66.71.82.131,100,44,True,2023-04-26 10:35:47,R_1pKk14zKeb4VlUD,,,,,40.2389,-77.1935,qr,EN,Provisions,Yes,5,Yes,,Not right now,,3,1,2,4,"Halal,Vegetarian,High Protein,Low Sugar",,No
2023-04-26 10:38:43,2023-04-26 10:39:20,IP Address,172.56.217.158,100,36,True,2023-04-26 10:39:20,R_3prjb0zV8zS0BQM,,,,,39.981,-75.1699,qr,EN,Provisions,Yes,5,Yes,,Not right now,,,,,,High Protein,,No
2023-04-26 10:38:21,2023-04-26 10:39:37,IP Address,166.196.103.89,100,75,True,2023-04-26 10:39:37,R_3p4IGRLzxCWq3uw,,,,,39.952,-75.1814,qr,EN,Provisions,Yes,5,Yes,,Yes,"Halal options ",4,3,1,2,Halal,,No
2023-04-26 10:39:08,2023-04-26 10:43:54,IP Address,172.56.217.202,100,286,True,2023-04-26 10:43:54,R_22AgDXuLWgPUUWd,,,,,39.981,-75.1699,qr,EN,Market North,Yes,5,Yes,,Yes,Boba bubble tea,3,1,2,4,,,Yes
2023-04-26 10:52:53,2023-04-26 10:53:37,IP Address,66.71.40.213,100,44,True,2023-04-26 10:53:38,R_3PTOtBgF9orjasR,,,,,40.557,-80.1578,qr,EN,Provisions,Yes,5,Yes,,Not right now,,4,2,1,3,Low Sugar,,Yes
2023-04-26 10:54:52,2023-04-26 10:55:35,IP Address,66.71.10.154,100,42,True,2023-04-26 10:55:35,R_31S339nJbvXZVTr,,,,,40.0008,-76.7697,qr,EN,Provisions,Yes,5,Yes,,Not right now,,,,,,Halal,,Yes
2023-04-26 11:01:59,2023-04-26 11:02:38,IP Address,104.38.57.40,100,38,True,2023-04-26 11:02:38,R_2D0JQANC7VoyB7b,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,5,Yes,,Not right now,,3,1,2,4,Kosher,,No
2023-04-26 11:02:04,2023-04-26 11:03:08,IP Address,66.71.66.119,100,64,True,2023-04-26 11:03:09,R_3PKTjArUxlNN4TF,,,,,40.2995,-76.5868,qr,EN,Provisions,Yes,5,Yes,,Not right now,,,,,,Halal,,No
2023-04-26 11:01:59,2023-04-26 11:03:14,IP Address,192.112.253.18,100,74,True,2023-04-26 11:03:20,R_1JVhAVkjiEnRNAk,,,,,40.7957,-77.8618,qr,EN,Provisions,Yes,5,Yes,,Not right now,,4,1,2,3,High Protein,,No
2023-04-19 11:03:57,2023-04-19 11:04:22,IP Address,107.77.203.202,56,24,False,2023-04-26 11:05:57,R_1q4fePxKDXy1nwf,,,,,,,qr,EN,Market East,Yes,4,Yes,,,,,,,,,,
2023-04-26 11:12:49,2023-04-26 11:13:34,IP Address,104.38.127.217,100,45,True,2023-04-26 11:13:34,R_1hz08c7sirD1cJl,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,3,1,2,4,Other,"Good allergies ",Yes
2023-04-26 11:13:20,2023-04-26 11:14:09,IP Address,172.58.203.229,100,48,True,2023-04-26 11:14:09,R_1QiTCN0FHCbSgCX,,,,,39.9945,-75.1648,qr,EN,Provisions,Yes,5,Yes,,Not right now,,2,1,3,4,High Protein,,No
2023-04-26 11:13:46,2023-04-26 11:14:39,IP Address,172.58.203.150,100,52,True,2023-04-26 11:14:40,R_2B8JKyTGxDDSOdx,,,,,39.9945,-75.1648,qr,EN,Market West,Yes,5,Yes,,Yes,Green Apple Gatorade,3,2,1,4,Low Sugar,,Yes
2023-04-26 11:15:13,2023-04-26 11:16:29,IP Address,104.38.71.99,100,75,True,2023-04-26 11:16:31,R_AjtgUgiEFCWPYNH,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,1,3,2,,,Yes
2023-04-26 11:17:11,2023-04-26 11:17:50,IP Address,104.38.77.255,100,38,True,2023-04-26 11:17:50,R_2DLJcxqDbNwphcT,,,,,40.7957,-77.8618,qr,EN,Market West,Yes,5,Yes,,Yes,Halal Food,,,,,Halal,,Yes
2023-04-26 11:19:48,2023-04-26 11:22:25,IP Address,136.22.13.4,100,157,True,2023-04-26 11:22:26,R_OkaKmcz1DtdES1X,,,,,37.751,-97.822,qr,EN,Market West,Yes,5,Yes,,Not right now,,4,1,2,3,"Halal,High Protein,Low Sugar",,No
