StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q8,Q10,Q13,Q11,Q11_1,Q2,Q3,Q4,Q4_2_TEXT,Q1_2,Q1_3,Q1_4,Q1_7,Q7
2023-11-17 13:25:02,2023-11-17 13:26:45,IP Address,104.38.36.22,100,102,True,2023-11-17 13:26:45,R_Wew11ynZZrSicpj,,,,,39.9444,-75.5875,qr,EN,Market East,No,No,,5,No,"Fruit, sandwiches, and chips and guac",,,1,3,2,4,Yes
2023-11-10 14:38:35,2023-11-10 14:38:44,IP Address,66.71.76.196,27,8,False,2023-11-17 14:38:45,R_1dh96zvdYXYRq7n,,,,,,,qr,EN,High Acres Cafe,Yes,Yes,,,,,,,,,,,
2023-11-10 14:38:31,2023-11-10 14:38:50,IP Address,66.71.122.248,73,18,False,2023-11-17 14:38:53,R_2zhGCnxvRuaXyIC,,,,,,,qr,EN,High Acres Cafe,Yes,No,,5,Yes,,,,,,,,
2023-11-18 08:48:54,2023-11-18 08:49:35,IP Address,192.112.253.15,100,40,True,2023-11-18 08:49:35,R_vCF0yKLsE7ckvMB,,,,,40.8103,-77.888,qr,EN,Market East,Yes,No,,4,No,Smoothies,,,,,,,No
2023-11-11 09:22:48,2023-11-11 09:23:08,IP Address,104.38.119.44,27,20,False,2023-11-18 09:23:09,R_2SIgsaZlx8Zmiku,,,,,,,qr,EN,Market West,Yes,Yes,,,,,,,,,,,
2023-11-12 14:52:11,2023-11-12 14:52:46,IP Address,128.90.0.38,27,34,False,2023-11-19 14:52:50,R_2v0VY1ZFS6NRF4c,,,,,,,qr,EN,Market East,Yes,No,,,,,,,,,,,
2023-11-13 15:27:55,2023-11-13 15:29:28,IP Address,104.38.5.220,73,92,False,2023-11-20 17:05:50,R_OpLtYQk4gPnzy01,,,,,,,qr,EN,Market East,Yes,Yes,No,5,Yes,,,,,,,,
2023-11-13 18:58:25,2023-11-13 18:58:44,IP Address,104.38.103.36,73,18,False,2023-11-20 19:49:40,R_2VCvEsBjttLXlBV,,,,,,,qr,EN,Market East,Yes,No,,4,Yes,,,,,,,,
2023-11-14 11:48:17,2023-11-14 11:48:26,IP Address,104.38.109.161,27,8,False,2023-11-21 11:48:51,R_3kOYqtfucw3zuNj,,,,,,,qr,EN,Market West,Yes,No,,,,,,,,,,,
2023-11-14 12:00:12,2023-11-14 12:00:29,IP Address,104.38.51.208,73,16,False,2023-11-21 12:00:36,R_1nZyCNjVVFuYGlr,,,,,,,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,,,,,,,
2023-11-14 12:02:00,2023-11-14 12:02:39,IP Address,104.38.45.34,73,38,False,2023-11-21 12:04:05,R_1Nm1cprkRTc3k3t,,,,,,,qr,EN,Market East,Yes,Yes,Yes,5,Yes,,,,,,,,
2023-11-14 12:10:28,2023-11-14 12:11:14,IP Address,107.77.203.94,27,46,False,2023-11-21 12:12:06,R_27Qe1RWS3ryK1pu,,,,,,,qr,EN,Market East,Yes,Yes,,,,,,,,,,,
2023-11-14 13:18:17,2023-11-14 13:18:45,IP Address,166.196.103.64,73,28,False,2023-11-21 13:18:49,R_BzVJwccI3Vx6gMx,,,,,,,qr,EN,Market East,Yes,Yes,Yes,1,Yes,,,,,,,,
2023-11-14 16:10:22,2023-11-14 16:11:24,IP Address,104.38.2.203,73,61,False,2023-11-21 16:11:26,R_3dGhUGbMSZqQEX2,,,,,,,qr,EN,Market North,No,No,,5,Yes,,,,,,,,
2023-11-21 16:26:33,2023-11-21 16:27:44,IP Address,66.71.67.18,100,71,True,2023-11-21 16:27:45,R_x0kKjXNJVmAFph7,,,,,40.3356,-75.979,qr,EN,Creekside Market,Yes,Yes,No,4,Yes,,Yes,Tums,2,1,4,3,Yes
2023-11-14 21:05:10,2023-11-14 21:05:39,IP Address,104.38.123.144,73,29,False,2023-11-21 21:05:46,R_r3gDCMFUIZp4ji9,,,,,,,qr,EN,Market North,No,No,,4,Yes,,,,,,,,
2023-11-14 22:15:55,2023-11-14 22:16:09,IP Address,174.203.136.95,27,13,False,2023-11-21 22:16:12,R_2CljlY3GOib1Qdf,,,,,,,qr,EN,Market East,Yes,No,,,,,,,,,,,
2023-11-21 23:27:19,2023-11-21 23:32:39,IP Address,166.205.147.86,100,319,True,2023-11-21 23:32:39,R_114KewLWEbRg0Sv,,,,,41.3091,-72.8701,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-15 08:39:47,2023-11-15 08:40:05,IP Address,104.38.100.14,27,18,False,2023-11-22 08:40:07,R_1prnWLuOR2zS9B9,,,,,,,qr,EN,Market West,Yes,Yes,,,,,,,,,,,
2023-11-15 09:50:36,2023-11-15 09:51:35,IP Address,174.203.131.110,73,58,False,2023-11-22 09:51:37,R_3s0Rp2Bg19aWb0A,,,,,,,qr,EN,Market East,Yes,No,,3,Yes,,,,,,,,
2023-11-15 14:17:45,2023-11-15 14:20:38,IP Address,66.71.70.84,64,172,False,2023-11-22 14:20:43,R_2tDSnEHvlTkdOm8,,,,,,,qr,EN,Creekside Market,Yes,Yes,No,4,No,,,,,,,,
2023-11-15 14:22:00,2023-11-15 14:33:01,IP Address,107.123.17.31,73,660,False,2023-11-22 14:33:03,R_3fCdCMgLMy1RPgl,,,,,,,qr,EN,Common Grounds,Yes,No,,5,Yes,,,,,,,,
2023-11-15 14:40:49,2023-11-15 14:41:45,IP Address,66.71.68.118,27,55,False,2023-11-22 14:41:45,R_1gLPb0hqu0FPTgR,,,,,,,qr,EN,Provisions,,Yes,,,,,,,,,,,
2023-11-15 15:34:10,2023-11-15 15:34:32,IP Address,172.56.218.229,27,21,False,2023-11-22 15:34:35,R_3Eoop6G19wYdl51,,,,,,,qr,EN,Provisions,Yes,No,,,,,,,,,,,
2023-11-15 18:48:50,2023-11-15 18:49:13,IP Address,104.38.64.126,73,23,False,2023-11-22 18:49:18,R_cPlw0xYMSVhqNBD,,,,,,,qr,EN,Market East,Yes,No,,4,Yes,,,,,,,,
2023-11-15 18:49:10,2023-11-15 18:49:29,IP Address,66.71.50.43,27,18,False,2023-11-22 18:49:30,R_33eTFTOggT0vMVm,,,,,,,qr,EN,Provisions,Yes,No,,,,,,,,,,,
2023-11-15 20:34:26,2023-11-15 20:35:11,IP Address,75.102.95.25,64,45,False,2023-11-22 20:35:20,R_psJ7OwAgNCuW1c5,,,,,,,qr,EN,Market East,Yes,Yes,Yes,2,No,,,,,,,,
2023-11-15 20:56:11,2023-11-15 20:57:28,IP Address,104.28.78.141,64,76,False,2023-11-22 20:57:29,R_oZQMLOEWsOgZ86l,,,,,,,qr,EN,Creekside Market,No,No,,5,No,,,,,,,,
2023-11-15 21:58:58,2023-11-15 22:10:17,IP Address,104.28.76.237,64,678,False,2023-11-22 22:10:25,R_1H0QaJTNMWcqWUA,,,,,,,qr,EN,Market North,No,No,,5,No,,,,,,,,
2023-11-16 11:29:08,2023-11-16 11:29:39,IP Address,172.225.110.50,27,31,False,2023-11-23 11:29:43,R_ZfSGCpJUehLsIP7,,,,,,,qr,EN,Market West,Yes,Yes,,,,,,,,,,,
2023-11-16 11:42:56,2023-11-16 11:43:19,IP Address,104.38.124.64,27,23,False,2023-11-23 11:43:25,R_SVHoQaHeSIVHZhT,,,,,,,qr,EN,Market West,Yes,Yes,,,,,,,,,,,
2023-11-17 10:57:23,2023-11-17 10:57:37,IP Address,66.71.88.65,27,13,False,2023-11-24 10:57:39,R_PGsdNzCBdK4FVHX,,,,,,,qr,EN,Provisions,No,Yes,,,,,,,,,,,
2023-11-17 12:58:30,2023-11-17 12:58:50,IP Address,104.38.98.110,73,20,False,2023-11-24 12:59:08,R_3k7cjaGrg2dTjRF,,,,,,,qr,EN,Market East,Yes,No,,4,Yes,,,,,,,,
2023-11-26 16:16:58,2023-11-26 16:17:43,IP Address,66.71.58.49,100,44,True,2023-11-26 16:17:43,R_3EsYIBoeyUPIen9,,,,,40.5222,-78.4034,qr,EN,Broadhead Bistro,Yes,No,,5,Yes,,Not right now,,3,2,1,4,Yes
2023-11-26 21:05:11,2023-11-26 21:06:11,IP Address,75.102.90.121,100,60,True,2023-11-26 21:06:12,R_1LM7dzwv6XUxxwx,,,,,40.335,-75.6589,qr,EN,Creekside Market,No,No,,5,No,Jalapeño Cape Cod chips,,,4,1,3,2,Yes
2023-11-27 10:10:17,2023-11-27 10:17:16,IP Address,66.71.75.124,100,419,True,2023-11-27 10:17:17,R_1Q0CF0wI8KvdUqe,,,,,40.6832,-76.2113,qr,EN,Provisions,No,Yes,Yes,5,No,"More creamery products, attributing this to the lack in student labor during break however. Stock paw power packs though. ",,,4,1,2,3,Yes
2023-11-27 14:00:24,2023-11-27 14:02:42,IP Address,104.38.73.125,100,138,True,2023-11-27 14:02:43,R_25tqEsa2BE60M9F,,,,,39.9843,-75.2266,qr,EN,Market East,No,Yes,No,5,No,More gluten free options,,,2,1,3,4,No
2023-11-27 15:53:06,2023-11-27 15:54:11,IP Address,192.112.253.22,100,65,True,2023-11-27 15:54:12,R_2wLiW4NU45d2yRg,,,,,40.7957,-77.8618,qr,EN,Provisions,Yes,No,,4,No,"food ",,,,,,,I didn't know you had sales
2023-11-27 15:53:02,2023-11-27 15:54:38,IP Address,104.28.76.142,100,95,True,2023-11-27 15:54:38,R_2rpyeemV4bp3JV0,,,,,40.2693,-76.8957,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Yes,Red bull,3,4,2,1,No
2023-11-27 15:51:24,2023-11-27 16:00:08,IP Address,104.38.32.195,100,523,True,2023-11-27 16:00:09,R_1gBIDJYWSuvpzft,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,Yes,No,5,No,"ritz crackers, eggs, white rice",,,3,2,1,4,I didn't know you had sales
2023-11-27 16:03:53,2023-11-27 16:04:50,IP Address,192.112.253.18,100,56,True,2023-11-27 16:04:50,R_1CCSB2M1mjGTzZv,,,,,40.7957,-77.8618,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,2,1,3,4,No
2023-11-27 16:32:16,2023-11-27 16:33:12,IP Address,192.112.253.23,100,56,True,2023-11-27 16:33:13,R_uaoeNK4wkHbOmTn,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,No,,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-27 16:37:55,2023-11-27 16:46:40,IP Address,174.228.226.82,100,525,True,2023-11-27 16:46:41,R_1puFn0WowGUo7xt,,,,,40.0296,-74.8834,qr,EN,Louie's,No,No,,4,Yes,,Yes,diet coke,2,3,1,4,I didn't know you had sales
2023-11-27 16:56:21,2023-11-27 17:00:45,IP Address,192.112.253.24,100,264,True,2023-11-27 17:00:46,R_3QRzoy4IjuUcMfB,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,No,,5,Yes,,Not right now,,4,1,3,2,Yes
2023-11-27 17:01:42,2023-11-27 17:03:21,IP Address,66.71.16.131,100,99,True,2023-11-27 17:03:22,R_W6eJKjQD9QKXwfn,,,,,40.0574,-75.4017,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,1,2,3,I didn't know you had sales
2023-11-27 17:18:10,2023-11-27 17:18:47,IP Address,172.56.219.187,100,36,True,2023-11-27 17:18:47,R_3e5oLB1o0rRFDbb,,,,,39.9206,-75.1826,qr,EN,Provisions,Yes,Yes,Yes,2,Yes,,Not right now,,,,,,No
2023-11-27 17:22:50,2023-11-27 17:23:25,IP Address,104.28.208.34,100,34,True,2023-11-27 17:23:25,R_VIo6D9auYpUldaF,,,,,39.2889,-76.623,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,2,3,4,1,I didn't know you had sales
2023-11-27 17:36:50,2023-11-27 17:45:04,IP Address,174.203.133.60,100,493,True,2023-11-27 17:45:04,R_1q3N9FV0uxtlj2B,,,,,40.2917,-79.4054,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,3,1,4,2,I didn't know you had sales
2023-11-27 17:38:29,2023-11-27 18:01:04,IP Address,172.56.218.2,100,1355,True,2023-11-27 18:01:05,R_2rPy8CPPaFjxKdb,,,,,39.9635,-75.2297,qr,EN,Provisions,Yes,Yes,Yes,4,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-27 18:08:33,2023-11-27 18:10:42,IP Address,172.58.207.5,100,128,True,2023-11-27 18:10:43,R_3oRC9TJmQKDxaEe,,,,,40.0345,-75.1193,qr,EN,Louie's,No,No,,5,Yes,,Not right now,,4,1,2,3,No
2023-11-27 18:23:50,2023-11-27 18:24:38,IP Address,104.38.29.170,100,47,True,2023-11-27 18:24:38,R_1PTxgIRFuFHG7qV,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,Yes,No,5,Yes,,Not right now,,4,1,2,3,No
2023-11-27 16:47:32,2023-11-27 18:32:13,IP Address,104.38.21.125,100,6280,True,2023-11-27 18:32:13,R_RWGRXBNpOxBjpv3,,,,,40.1676,-75.2074,qr,EN,Louie's,Yes,Yes,No,5,Yes,,Not right now,,3,2,4,1,No
2023-11-27 19:21:10,2023-11-27 19:21:58,IP Address,172.56.28.206,100,47,True,2023-11-27 19:21:59,R_1dh1thjpqZZvGF2,,,,,40.0558,-75.0773,qr,EN,Louie's,Yes,No,,4,Yes,,Not right now,,4,1,2,3,No
2023-11-27 20:09:21,2023-11-27 20:12:22,IP Address,104.38.114.93,100,180,True,2023-11-27 20:12:22,R_1KuUl0feyalxD7I,,,,,40.7957,-77.8618,qr,EN,Louie's,Yes,No,,4,No,"Healthy snack other than protein bars ",,,4,1,2,3,Yes
2023-11-28 14:03:43,2023-11-28 14:04:08,IP Address,66.71.79.197,100,25,True,2023-11-28 14:04:09,R_28MUVfU6DpcWNfJ,,,,,40.1281,-75.1074,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,No
2023-11-28 14:07:04,2023-11-28 14:07:56,IP Address,172.56.3.0,100,51,True,2023-11-28 14:07:56,R_UlkIQc3K1KjM49j,,,,,38.9635,-76.9672,qr,EN,Provisions,No,Yes,No,3,No,"Nothing ",,,,,,,No
2023-11-28 14:30:35,2023-11-28 14:31:43,IP Address,104.28.55.114,100,68,True,2023-11-28 14:31:44,R_3ENhdkR4Q1SkbeZ,,,,,40.2693,-76.8957,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,1,3,2,4,Yes
2023-11-28 14:55:52,2023-11-28 14:56:56,IP Address,174.198.200.37,100,63,True,2023-11-28 14:56:56,R_1mCuuco9QsKvkrD,,,,,39.8952,-75.0347,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,,,,,Yes
2023-11-28 15:04:27,2023-11-28 15:05:12,IP Address,172.56.219.84,100,44,True,2023-11-28 15:05:12,R_2BfzG0icw2D25cE,,,,,39.9206,-75.1826,qr,EN,The Galley,Yes,Yes,Yes,5,Yes,,Not right now,,1,2,3,4,Yes
2023-11-28 15:10:26,2023-11-28 15:11:10,IP Address,66.71.4.238,100,43,True,2023-11-28 15:11:11,R_2tGwKjH3etN0Hxp,,,,,40.2389,-77.1935,qr,EN,Market West,Yes,Yes,Yes,5,Yes,,Not right now,,3,1,2,4,Yes
2023-11-28 15:13:00,2023-11-28 15:14:10,IP Address,107.77.202.38,100,70,True,2023-11-28 15:14:11,R_2tbvjz33XnZuSyp,,,,,38.9741,-77.037,qr,EN,Provisions,Yes,No,,4,Yes,,Yes,"Feminine products ",4,1,2,3,No
2023-11-28 15:13:27,2023-11-28 15:14:23,IP Address,66.71.44.189,100,55,True,2023-11-28 15:14:23,R_bezjb8CLwNEy9mV,,,,,40.5885,-75.4642,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,4,2,3,1,Yes
2023-11-28 15:18:23,2023-11-28 15:19:09,IP Address,66.71.84.109,100,46,True,2023-11-28 15:19:09,R_20Yj2OZiZFf3MuT,,,,,40.0574,-75.4017,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,2,1,3,I didn't know you had sales
2023-11-28 15:18:57,2023-11-28 15:19:46,IP Address,174.216.51.221,100,49,True,2023-11-28 15:19:47,R_vB77FBxBRL4SNyh,,,,,39.7897,-75.0355,qr,EN,Provisions,Yes,No,,0,No,skittles,,,,,,,No
2023-11-28 15:16:28,2023-11-28 15:20:46,IP Address,104.28.76.142,100,258,True,2023-11-28 15:20:47,R_3QL5jaHv1JUDs9J,,,,,40.2693,-76.8957,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-28 15:20:12,2023-11-28 15:21:08,IP Address,66.71.80.82,100,56,True,2023-11-28 15:21:09,R_11deaxZrQ8viJEx,,,,,40.1281,-75.1074,qr,EN,Cafe Metro,No,No,,4,Yes,,Not right now,,2,1,3,4,No
2023-11-28 15:26:36,2023-11-28 15:27:49,IP Address,192.112.253.10,100,72,True,2023-11-28 15:27:51,R_3hEn8fR0foVi668,,,,,40.8103,-77.888,qr,EN,Provisions,No,No,,4,No,vegan snacks,,,,,,,I didn't know you had sales
2023-11-28 15:45:30,2023-11-28 15:46:58,IP Address,66.71.100.155,100,87,True,2023-11-28 15:46:58,R_1oniGhHWpblh0UJ,,,,,40.6986,-75.4834,qr,EN,Provisions,No,No,,5,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-28 15:53:35,2023-11-28 15:54:31,IP Address,66.71.101.54,100,55,True,2023-11-28 15:54:31,R_8w7C6MoYAfhA9ON,,,,,40.2932,-79.996,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,2,1,3,4,No
2023-11-28 16:21:30,2023-11-28 16:22:15,IP Address,172.56.3.182,100,45,True,2023-11-28 16:22:16,R_7VBmdpC9YcTe1uV,,,,,38.9635,-76.9672,qr,EN,Provisions,Yes,No,,4,Yes,,Not right now,,4,2,1,3,I didn't know you had sales
2023-11-28 16:25:51,2023-11-28 16:27:47,IP Address,66.71.79.4,100,116,True,2023-11-28 16:27:47,R_21ahlTFQvWnJsDs,,,,,40.3356,-75.979,qr,EN,Provisions,Yes,No,,4,Yes,,Not right now,,4,2,1,3,No
2023-11-28 16:27:38,2023-11-28 16:28:55,IP Address,66.71.4.218,100,76,True,2023-11-28 16:28:56,R_uqVXEXMFsbfneVz,,,,,40.2389,-77.1935,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,1,3,2,No
2023-11-28 16:30:34,2023-11-28 16:31:10,IP Address,172.56.217.146,100,35,True,2023-11-28 16:31:10,R_xzNonJTaPqLZKhz,,,,,40.0359,-75.145,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,2,1,3,4,I didn't know you had sales
2023-11-28 16:33:33,2023-11-28 16:34:22,IP Address,66.71.107.115,100,48,True,2023-11-28 16:34:22,R_3D7MCkbuNkDS1BZ,,,,,40.522,-75.5545,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,3,2,1,4,No
2023-11-28 16:40:09,2023-11-28 16:41:03,IP Address,66.71.14.142,100,54,True,2023-11-28 16:41:04,R_qOfFJfxLJ3qvGEx,,,,,40.2008,-76.3491,qr,EN,Provisions,No,No,,5,No,"Hershey chocolate pretzels ",,,3,2,1,4,No
2023-11-28 16:49:44,2023-11-28 16:50:15,IP Address,66.71.10.157,100,31,True,2023-11-28 16:50:16,R_1I3DNH2OfPeinYj,,,,,41.2311,-80.5004,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,1,3,2,No
2023-11-28 16:49:17,2023-11-28 16:50:23,IP Address,172.56.216.56,100,65,True,2023-11-28 16:50:23,R_qVmEnHvMVlXLkOZ,,,,,39.934,-75.16,qr,EN,Provisions,Yes,No,,5,No,chobani flips,,,4,1,2,3,No
2023-11-28 16:51:10,2023-11-28 16:51:50,IP Address,192.112.253.22,100,40,True,2023-11-28 16:51:51,R_06Po5zFNiYG5Bgl,,,,,40.7957,-77.8618,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,4,3,2,1,Yes
2023-11-28 17:03:22,2023-11-28 17:04:47,IP Address,104.38.122.200,100,84,True,2023-11-28 17:04:47,R_2E5hU43JtsGfEU6,,,,,40.9572,-74.1604,qr,EN,Market East,No,No,,5,No,Carmel rice cake chips,,,,,,,No
2023-11-28 17:05:54,2023-11-28 17:06:38,IP Address,66.71.75.229,100,43,True,2023-11-28 17:06:39,R_22VyC5rkQ1ctTQM,,,,,40.2039,-76.7286,qr,EN,Provisions,Yes,Yes,Yes,4,Yes,,Not right now,,3,1,2,4,Yes
2023-11-28 17:05:48,2023-11-28 17:06:39,IP Address,66.71.66.143,100,51,True,2023-11-28 17:06:40,R_x5ft9thrpzuVz21,,,,,40.9193,-75.9628,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,2,1,3,No
2023-11-28 17:15:09,2023-11-28 17:16:23,IP Address,104.28.78.142,100,73,True,2023-11-28 17:16:23,R_OlF7WTLcJvRbEDn,,,,,40.2693,-76.8957,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,1,2,3,No
2023-11-28 17:50:25,2023-11-28 17:50:47,IP Address,66.71.65.77,100,21,True,2023-11-28 17:50:47,R_79UMZbtY4IxMwJb,,,,,40.275,-80.0649,qr,EN,Market East,Yes,Yes,Yes,3,Yes,,Not right now,,2,1,3,4,Yes
2023-11-28 17:50:05,2023-11-28 17:51:17,IP Address,45.140.184.11,100,72,True,2023-11-28 17:51:18,R_eF0x7pLcuR0znKV,,,,,40.7123,-74.0068,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,3,1,2,4,I didn't know you had sales
2023-11-28 17:55:22,2023-11-28 17:56:10,IP Address,172.56.223.240,100,48,True,2023-11-28 17:56:11,R_OxmHhPqitBMYOJj,,,,,39.9945,-75.1648,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,4,3,1,2,I didn't know you had sales
2023-11-28 18:05:22,2023-11-28 18:06:15,IP Address,66.71.47.239,100,53,True,2023-11-28 18:06:16,R_3EiixmtgEbdOQ6U,,,,,40.0857,-75.1494,qr,EN,Provisions,Yes,No,,5,Yes,,Not right now,,4,1,2,3,No
2023-11-28 18:06:05,2023-11-28 18:10:37,IP Address,174.198.197.90,100,271,True,2023-11-28 18:10:37,R_Tq6yUzImbUcSwhj,,,,,39.8918,-74.8925,qr,EN,Provisions,Yes,No,,4,Yes,,Not right now,,2,3,1,4,I didn't know you had sales
2023-11-28 15:36:04,2023-11-28 18:30:52,IP Address,66.71.15.114,100,10488,True,2023-11-28 18:30:53,R_2SoarF9nzZAP9ap,,,,,39.9544,-75.1657,qr,EN,Provisions,Yes,No,,5,Yes,,Yes,"Body Lotion, Nair/Veet",4,1,3,2,No
2023-11-28 18:46:47,2023-11-28 18:47:36,IP Address,66.71.53.21,100,48,True,2023-11-28 18:47:37,R_CkMICB2MU75dm8N,,,,,40.4371,-78.3639,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,4,1,2,3,No
2023-11-28 18:58:47,2023-11-28 18:59:22,IP Address,104.28.132.135,100,34,True,2023-11-28 18:59:23,R_bjaIsAXcLHWX9df,,,,,39.6732,-75.7121,qr,EN,Provisions,Yes,Yes,Yes,5,Yes,,Not right now,,3,4,2,1,Yes
2023-11-28 19:50:00,2023-11-28 19:50:49,IP Address,104.38.79.134,100,49,True,2023-11-28 19:50:49,R_yyJavY1HGKnJFDz,,,,,40.7957,-77.8618,qr,EN,Market East,No,No,,5,Yes,,Yes,"More vegetables ",4,2,3,1,I didn't know you had sales
2023-11-28 20:57:59,2023-11-28 20:58:37,IP Address,104.38.121.138,100,38,True,2023-11-28 20:58:37,R_3ncG5ecigWWzuYc,,,,,40.7957,-77.8618,qr,EN,Market North,Yes,No,,5,No,A PICKLE,,,,,,,I didn't know you had sales
2023-11-28 22:07:53,2023-11-28 22:09:03,IP Address,104.38.65.248,100,70,True,2023-11-28 22:09:04,R_3Rq2zkwVMSoDnso,,,,,40.7957,-77.8618,qr,EN,Market East,Yes,No,,4,Yes,,Not right now,,4,1,2,3,I didn't know you had sales
2023-11-29 08:00:11,2023-11-29 08:01:03,IP Address,174.196.76.199,100,51,True,2023-11-29 08:01:03,R_3MyYNKIYT5aisOB,,,,,40.3052,-79.5418,qr,EN,Market Pollock,Yes,Yes,No,5,Yes,,Not right now,,3,1,2,4,Yes
2023-11-29 08:01:27,2023-11-29 08:02:09,IP Address,192.112.253.24,100,42,True,2023-11-29 08:02:10,R_2bTsF1FPambNEQn,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,Yes,Yes,5,Yes,,Not right now,,3,1,2,4,Yes
2023-11-29 08:02:08,2023-11-29 08:03:32,IP Address,104.38.81.168,100,83,True,2023-11-29 08:03:33,R_2CfFaegDmoL42zz,,,,,40.7957,-77.8618,qr,EN,Market Pollock,No,No,,5,Yes,,Not right now,,4,1,2,3,Yes
2023-11-29 08:06:18,2023-11-29 08:07:08,IP Address,104.38.70.95,100,49,True,2023-11-29 08:07:08,R_1FA0BndGm4QksTI,,,,,39.9444,-75.5875,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,3,1,2,4,No
2023-11-29 08:16:17,2023-11-29 08:16:54,IP Address,104.38.48.129,100,36,True,2023-11-29 08:16:55,R_1j8rECKftVOj8KO,,,,,40.7913,-76.4705,qr,EN,Market Pollock,No,Yes,No,4,Yes,,Not right now,,,,,,I didn't know you had sales
2023-11-29 08:16:07,2023-11-29 08:16:55,IP Address,104.38.74.158,100,47,True,2023-11-29 08:16:55,R_rrmaSnxwnIsAhm9,,,,,40.7957,-77.8618,qr,EN,Market Pollock,No,Yes,Yes,4,Yes,,Not right now,,,,,,No
2023-11-29 08:15:34,2023-11-29 08:17:20,IP Address,104.38.68.58,100,106,True,2023-11-29 08:17:21,R_3HAeyJ554L5xDOf,,,,,40.7623,-73.8724,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,3,1,4,2,I didn't know you had sales
2023-11-29 08:17:24,2023-11-29 08:19:32,IP Address,104.38.127.131,100,128,True,2023-11-29 08:19:32,R_1M089rRDpJdlbaG,,,,,40.1136,-74.9396,qr,EN,Market Pollock,Yes,No,,5,No,Tea,,,,,,,I didn't know you had sales
2023-11-29 08:29:01,2023-11-29 08:29:58,IP Address,104.38.110.208,100,57,True,2023-11-29 08:29:59,R_3OjelchcqyHZy5P,,,,,40.7359,-73.9904,qr,EN,Market Pollock,Yes,Yes,Yes,3,Yes,,Not right now,,1,3,2,4,Yes
2023-11-29 08:29:04,2023-11-29 08:30:03,IP Address,104.38.28.146,100,58,True,2023-11-29 08:30:03,R_cvaB2JUSNCgb94Z,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,Yes,No,4,No,Survey,,,4,2,1,3,Yes
2023-11-29 08:40:16,2023-11-29 08:41:02,IP Address,104.38.82.22,100,46,True,2023-11-29 08:41:02,R_pLyYo5z1RpoP9o5,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,4,Yes,,Not right now,,4,1,2,3,No
2023-11-29 08:40:28,2023-11-29 08:41:27,IP Address,104.38.87.92,100,58,True,2023-11-29 08:41:27,R_3gMVF7OWpBSVDjw,,,,,40.7957,-77.8618,qr,EN,Market Pollock,Yes,No,,5,Yes,,Not right now,,4,1,3,2,I didn't know you had sales
2023-11-29 08:40:21,2023-11-29 08:41:27,IP Address,107.123.17.121,100,66,True,2023-11-29 08:41:28,R_AhW6p7ET0Caxxjb,,,,,40.0149,-75.1439,qr,EN,Market Pollock,No,No,,5,Yes,,Not right now,,3,2,1,4,No
